id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,state,color
2917,8137,2018,Ford,,salvage,3 cylinders,hybrid,127833,,automatic,MI,white
1522,35990,2009,,Golf,excellent,8 cylinders,electric,114586,,,OH,black
3332,59347,2004,BMW,3 Series,good,,diesel,122145,rebuilt,manual,OH,black
5198,74460,2013,Volkswagen,C-Class,good,4 cylinders,diesel,19092,,automatic,GA,green
590,6578,2002,Nissan,Golf,good,4 cylinders,gas,230041,,manual,IL,other
898,37288,2017,Toyota,,like new,3 cylinders,hybrid,28849,salvage,,FL,black
2067,58269,2007,Honda,Golf,excellent,,hybrid,114036,salvage,automatic,OH,green
7966,45343,2000,Nissan,Civic,,3 cylinders,gas,36174,clean,,FL,black
5075,2962,2002,Volkswagen,Civic,excellent,other,diesel,94413,salvage,,FL,green
8739,73223,2005,BMW,,good,3 cylinders,hybrid,22427,rebuilt,automatic,GA,red
4640,49877,1999,Honda,Focus,excellent,other,hybrid,70200,,automatic,NY,other
4525,38759,2018,Kia,,excellent,4 cylinders,,85627,rebuilt,automatic,FL,
855,5562,2011,Volkswagen,Impala,,3 cylinders,,21952,clean,automatic,CA,other
179,20935,2013,Kia,3 Series,,8 cylinders,electric,156006,rebuilt,,CA,black
1214,68289,2005,Mercedes,Focus,like new,6 cylinders,gas,186413,clean,manual,NC,silver
1576,16460,1998,Hyundai,Corolla,good,6 cylinders,gas,24065,salvage,,TX,white
3942,3725,2001,Kia,Impala,like new,3 cylinders,diesel,218124,clean,automatic,FL,blue
813,75830,2011,Nissan,Civic,fair,,diesel,91037,rebuilt,manual,NY,blue
4396,21886,2005,BMW,Golf,like new,8 cylinders,electric,187283,salvage,automatic,CA,
8780,64589,2019,Chevrolet,3 Series,,8 cylinders,hybrid,98420,clean,automatic,GA,other
1949,20865,2001,Mercedes,Impala,salvage,4 cylinders,hybrid,64206,salvage,manual,NY,white
8183,65229,2005,Volkswagen,Corolla,,8 cylinders,diesel,132561,salvage,automatic,CA,gray
9503,9765,2016,BMW,Rio,,4 cylinders,electric,173949,clean,,NC,green
3695,74427,2012,Kia,Rio,fair,3 cylinders,diesel,188088,,automatic,PA,white
2935,27667,2022,Chevrolet,3 Series,excellent,8 cylinders,hybrid,42183,rebuilt,automatic,NC,white
9309,43705,2016,BMW,Corolla,good,,diesel,229266,rebuilt,automatic,IL,green
6,51913,1995,Ford,,like new,,electric,90758,rebuilt,manual,NY,red
8242,17643,2022,Chevrolet,Elantra,salvage,4 cylinders,hybrid,117194,clean,automatic,NY,black
4940,78314,1999,,Civic,,3 cylinders,electric,91773,,manual,MI,silver
5574,24211,2004,Mercedes,3 Series,excellent,6 cylinders,electric,91325,rebuilt,automatic,PA,white
5114,67076,2016,Mercedes,Focus,fair,3 cylinders,electric,176545,rebuilt,manual,IL,green
1158,79284,1998,,Civic,good,3 cylinders,electric,198269,clean,,IL,blue
6304,34437,2020,Volkswagen,,,6 cylinders,hybrid,196317,clean,,GA,
4734,65272,2010,Chevrolet,C-Class,fair,,gas,191893,,automatic,FL,blue
827,25002,2021,,Focus,,6 cylinders,electric,102681,rebuilt,automatic,NC,
7357,68823,1995,Nissan,Altima,excellent,6 cylinders,electric,135113,,automatic,MI,red
1718,33091,2009,Kia,Civic,good,other,gas,194070,clean,,NC,silver
5397,19193,2006,,C-Class,excellent,8 cylinders,,79949,rebuilt,automatic,GA,blue
8284,3725,1998,Mercedes,Focus,salvage,6 cylinders,gas,223650,salvage,,MI,red
9873,14653,2008,Hyundai,3 Series,excellent,6 cylinders,diesel,1655,clean,manual,OH,green
7629,,1998,Ford,Elantra,good,8 cylinders,,176444,rebuilt,automatic,PA,silver
4704,76772,2022,Mercedes,Elantra,good,other,diesel,204296,salvage,manual,CA,green
6352,76269,2022,Toyota,C-Class,salvage,,hybrid,193228,salvage,manual,MI,red
4719,54699,2001,Volkswagen,Rio,like new,8 cylinders,gas,145159,,automatic,FL,green
1990,74343,2007,,Civic,good,6 cylinders,hybrid,187224,rebuilt,automatic,FL,other
6755,56908,2022,Kia,Impala,fair,3 cylinders,diesel,57885,salvage,automatic,OH,black
1242,3142,2009,Volkswagen,Civic,excellent,8 cylinders,gas,216765,rebuilt,manual,NC,blue
85,27113,2001,Mercedes,Elantra,,other,,164093,,manual,FL,white
7713,46723,2021,Mercedes,Rio,excellent,other,gas,206985,clean,automatic,MI,blue
8362,78533,2001,Honda,Altima,excellent,,gas,244483,rebuilt,manual,MI,white
9751,10215,2013,,Rio,fair,4 cylinders,gas,347,clean,automatic,TX,other
1716,3057,2009,Toyota,,fair,8 cylinders,gas,13469,,,NY,green
4945,36233,1998,Honda,C-Class,fair,3 cylinders,diesel,108658,salvage,,GA,gray
9041,39065,2003,,Elantra,fair,8 cylinders,electric,123578,salvage,manual,GA,
9076,7204,2007,Kia,,salvage,other,electric,219349,rebuilt,manual,IL,blue
3989,11089,2009,Honda,Rio,,4 cylinders,,104317,clean,,MI,gray
4461,4016,2011,Nissan,,good,4 cylinders,hybrid,120093,salvage,automatic,GA,other
654,71658,2000,,,good,8 cylinders,diesel,246233,salvage,automatic,NY,black
1267,59707,2000,Ford,Impala,salvage,6 cylinders,gas,245963,salvage,manual,TX,
6762,77975,2008,Chevrolet,C-Class,excellent,8 cylinders,hybrid,194220,rebuilt,automatic,NY,
2148,49188,1995,Volkswagen,3 Series,excellent,3 cylinders,hybrid,136354,,,OH,other
3883,47014,2011,,Elantra,fair,,,116753,clean,manual,MI,gray
2817,20022,2011,Volkswagen,Golf,fair,6 cylinders,electric,123368,,,MI,red
2379,16587,2013,Volkswagen,,good,6 cylinders,gas,209605,salvage,,CA,
2724,14045,1999,Nissan,C-Class,like new,4 cylinders,hybrid,35595,rebuilt,manual,NY,other
2327,76203,2014,Honda,Rio,like new,3 cylinders,electric,113256,clean,,NY,blue
450,65005,1997,Toyota,Elantra,excellent,other,gas,136329,,manual,GA,white
5091,18875,2019,Chevrolet,Focus,excellent,3 cylinders,electric,171077,clean,automatic,GA,gray
2216,1558,2014,Hyundai,3 Series,like new,6 cylinders,,56320,,automatic,FL,gray
2215,68363,2022,Volkswagen,Golf,excellent,other,electric,14158,rebuilt,,PA,gray
9366,5424,2003,Nissan,3 Series,fair,,hybrid,133669,salvage,automatic,TX,
5287,27405,2005,Kia,Elantra,,8 cylinders,hybrid,142094,clean,,OH,red
2254,75307,2015,Ford,Golf,excellent,3 cylinders,diesel,203792,rebuilt,automatic,MI,green
6910,51547,2005,Mercedes,Golf,fair,4 cylinders,hybrid,23607,salvage,manual,NC,black
8622,62142,2021,Chevrolet,,good,3 cylinders,gas,241,salvage,manual,CA,
5144,65939,2003,Ford,,fair,6 cylinders,,238683,salvage,automatic,NC,red
441,5847,2000,Honda,Altima,good,3 cylinders,gas,72028,salvage,manual,OH,green
2223,75316,2010,Chevrolet,,like new,other,diesel,43870,,,NC,blue
2647,53028,2021,,Golf,fair,4 cylinders,,114977,,manual,NC,gray
9515,78006,2013,,,like new,8 cylinders,hybrid,64206,,,FL,other
9285,66276,2004,Kia,Rio,,other,diesel,170084,clean,manual,MI,other
1632,48465,2017,Honda,Focus,excellent,3 cylinders,hybrid,200072,salvage,,OH,other
7646,8570,2022,Volkswagen,C-Class,,other,,14148,salvage,,NY,green
5084,63983,1998,Mercedes,Corolla,,3 cylinders,,194070,salvage,,IL,gray
1313,77207,2011,Honda,Rio,salvage,8 cylinders,gas,26432,,manual,MI,green
7944,1516,2016,Chevrolet,3 Series,fair,,hybrid,41052,,manual,TX,gray
1944,36483,2009,Honda,Golf,like new,4 cylinders,hybrid,8057,,,MI,blue
3316,31115,2021,Toyota,3 Series,,4 cylinders,electric,142736,,,MI,green
7840,21752,2004,Nissan,Golf,excellent,3 cylinders,hybrid,198624,,,IL,other
4217,47695,1999,Ford,Elantra,good,,diesel,152090,clean,automatic,GA,gray
1380,45756,2010,Honda,Impala,good,4 cylinders,diesel,34008,rebuilt,automatic,MI,green
1732,23238,1996,Hyundai,Elantra,fair,6 cylinders,gas,30100,clean,,FL,
6227,36419,1997,Ford,Rio,fair,,,111841,clean,,NY,blue
4018,16323,2012,Volkswagen,Focus,good,6 cylinders,electric,137230,rebuilt,,FL,other
4063,59617,2011,Hyundai,Focus,like new,4 cylinders,,2990,,,MI,other
3702,34154,2000,Hyundai,Elantra,good,8 cylinders,hybrid,84253,salvage,manual,OH,silver
7656,21451,2000,,,good,other,,112743,,,GA,blue
3987,27556,2010,Mercedes,Altima,,4 cylinders,diesel,137501,salvage,manual,CA,gray
8513,59775,2002,Ford,Elantra,like new,3 cylinders,,103276,rebuilt,automatic,TX,gray
1692,28452,2000,,Focus,like new,6 cylinders,diesel,236254,clean,automatic,NC,green
2444,61392,1995,Hyundai,Altima,fair,,diesel,182475,rebuilt,manual,TX,red
7471,14377,1998,Honda,Focus,,4 cylinders,,60542,rebuilt,automatic,OH,white
7710,11705,2021,Toyota,Rio,salvage,8 cylinders,diesel,208120,rebuilt,,NY,black
9889,13765,2005,Chevrolet,3 Series,fair,6 cylinders,gas,31013,salvage,automatic,IL,green
4484,42637,1998,Honda,,,4 cylinders,hybrid,210913,clean,manual,NY,blue
700,9611,1999,Honda,Civic,fair,6 cylinders,electric,105221,,automatic,IL,black
4235,68726,2018,Chevrolet,Corolla,,,diesel,221583,,,IL,blue
305,,2001,BMW,3 Series,like new,4 cylinders,,206377,clean,automatic,FL,gray
2510,2926,2015,BMW,Golf,salvage,4 cylinders,,167331,,,OH,green
9164,74051,2012,Chevrolet,3 Series,like new,,electric,156478,rebuilt,automatic,NC,green
9955,77742,2004,Chevrolet,Corolla,excellent,other,electric,98308,salvage,manual,NC,gray
5223,52749,2006,Mercedes,,like new,,gas,159675,rebuilt,,TX,red
2827,2420,2013,Ford,,,3 cylinders,hybrid,2524,rebuilt,,NC,
5066,37412,2022,Ford,Focus,salvage,6 cylinders,diesel,150701,clean,manual,GA,red
4281,68253,2009,Kia,Golf,salvage,8 cylinders,gas,107378,rebuilt,manual,OH,silver
5926,11422,1995,,Impala,,4 cylinders,,249823,clean,automatic,OH,
4295,70953,2018,Hyundai,3 Series,like new,3 cylinders,,47741,rebuilt,automatic,MI,black
6530,35546,1997,,Altima,fair,3 cylinders,electric,245926,,manual,GA,silver
7588,72135,2022,Toyota,,good,,hybrid,245757,clean,,CA,gray
8333,54883,2014,,Golf,,6 cylinders,diesel,194220,,,PA,blue
6587,47005,2016,Nissan,Golf,good,3 cylinders,electric,143033,clean,,OH,gray
7957,5690,2000,Kia,3 Series,,4 cylinders,,227401,,,PA,black
494,17405,2020,Hyundai,,salvage,3 cylinders,electric,5967,,,IL,blue
7690,35201,1999,Ford,Focus,excellent,6 cylinders,electric,102831,,automatic,PA,red
3936,62209,2011,Honda,Altima,like new,6 cylinders,,115142,rebuilt,automatic,OH,
2295,8625,1996,,C-Class,like new,6 cylinders,diesel,58333,,manual,TX,
7683,79453,2018,Toyota,C-Class,,3 cylinders,,188667,clean,,MI,black
8412,4380,2017,,Golf,,other,,17910,,,GA,white
4939,47702,1997,Honda,3 Series,,,hybrid,204932,,automatic,GA,other
733,23053,2009,Ford,Elantra,fair,,,152895,clean,automatic,GA,blue
6595,40973,2016,Mercedes,C-Class,like new,3 cylinders,,3162,,,TX,blue
5928,28879,2010,Toyota,,good,3 cylinders,hybrid,148688,,,PA,silver
8937,27692,2010,Kia,C-Class,like new,other,electric,101150,clean,manual,NY,gray
3117,10352,2016,Mercedes,Impala,,4 cylinders,gas,96957,rebuilt,,GA,gray
9205,57421,2008,Ford,C-Class,excellent,4 cylinders,electric,78829,rebuilt,automatic,FL,
7235,30209,2019,Honda,Altima,excellent,,diesel,43608,,automatic,IL,white
3955,75539,2019,,Elantra,excellent,6 cylinders,electric,31087,salvage,automatic,NC,silver
6392,5456,2018,Mercedes,Civic,salvage,8 cylinders,electric,52940,salvage,,MI,
1460,8210,2012,Mercedes,3 Series,salvage,other,hybrid,39986,rebuilt,automatic,GA,green
1541,61258,2006,Toyota,Focus,like new,other,hybrid,80988,,manual,NY,silver
8071,8460,2013,Volkswagen,C-Class,like new,other,hybrid,47139,salvage,automatic,MI,black
7033,5333,2001,Honda,Impala,like new,other,hybrid,60293,rebuilt,automatic,OH,green
3948,48301,2000,Hyundai,Focus,,6 cylinders,diesel,230062,clean,,OH,green
9139,7030,2012,Toyota,3 Series,salvage,6 cylinders,,229089,rebuilt,,MI,black
2055,31315,1997,Toyota,Rio,like new,4 cylinders,hybrid,7332,clean,automatic,PA,white
5010,16129,2016,Kia,Elantra,salvage,,hybrid,193740,clean,,NY,black
1822,65339,1998,Nissan,,fair,6 cylinders,,154849,rebuilt,,NY,other
3704,45221,1998,,,,other,gas,21873,rebuilt,automatic,CA,silver
3655,35201,1998,Kia,3 Series,like new,6 cylinders,diesel,77067,salvage,automatic,FL,
1931,11587,2019,Volkswagen,Focus,excellent,4 cylinders,hybrid,48429,clean,automatic,GA,gray
5915,55662,2001,Mercedes,Golf,,other,gas,217590,rebuilt,,OH,blue
9091,76941,2021,Nissan,Impala,good,8 cylinders,diesel,207629,salvage,automatic,FL,gray
8857,41703,2018,Chevrolet,C-Class,excellent,4 cylinders,hybrid,108437,salvage,,PA,white
8324,9595,2013,Kia,Civic,salvage,8 cylinders,hybrid,74294,rebuilt,manual,NC,red
2969,64648,1996,Mercedes,Golf,salvage,other,gas,65542,rebuilt,,FL,
9052,68228,2017,Volkswagen,Altima,,,gas,4740,salvage,manual,GA,blue
6572,63643,2021,,Altima,like new,4 cylinders,gas,64447,salvage,manual,NC,gray
2514,5422,2008,Kia,Elantra,salvage,4 cylinders,gas,215438,salvage,,GA,silver
6065,45195,2005,Toyota,Altima,fair,8 cylinders,electric,32241,,,MI,blue
7097,56323,2022,Chevrolet,Golf,salvage,3 cylinders,hybrid,223082,,,NY,blue
7585,27920,2021,Kia,Elantra,fair,4 cylinders,electric,234216,,manual,IL,red
7434,62820,1995,BMW,C-Class,,8 cylinders,electric,58978,clean,manual,GA,
2461,28682,1998,Volkswagen,Golf,excellent,4 cylinders,,122145,clean,automatic,NY,green
365,49401,2010,Volkswagen,Altima,excellent,other,gas,76150,rebuilt,automatic,TX,green
3578,13761,2008,Mercedes,Focus,,,gas,4959,salvage,manual,PA,red
5797,25931,1999,Honda,Elantra,like new,8 cylinders,diesel,225671,clean,automatic,TX,silver
7685,38342,2011,Honda,Altima,salvage,other,gas,64369,,manual,NY,white
2798,17665,2006,,Altima,like new,,,127826,salvage,manual,OH,green
8060,73548,2014,Ford,3 Series,fair,,gas,79949,salvage,automatic,IL,white
8208,5575,2002,Toyota,Focus,,6 cylinders,,46753,salvage,manual,IL,green
5256,74705,2020,BMW,Impala,fair,6 cylinders,,74036,salvage,manual,MI,other
1970,45504,2017,Nissan,Elantra,like new,8 cylinders,,87938,,automatic,MI,gray
6252,63514,2000,Ford,,excellent,8 cylinders,hybrid,235479,clean,automatic,OH,gray
775,51860,1997,BMW,,fair,,hybrid,122145,clean,,IL,blue
8438,2517,2004,Hyundai,,like new,4 cylinders,hybrid,164881,rebuilt,automatic,OH,white
9935,78502,2009,Honda,Corolla,like new,3 cylinders,,204694,,manual,NC,blue
1792,14710,2010,Honda,Impala,,3 cylinders,diesel,150204,rebuilt,manual,TX,silver
1075,44630,2019,Honda,Altima,,other,diesel,85208,clean,automatic,CA,other
8370,28132,2018,Mercedes,Rio,good,,electric,188375,,manual,OH,
9806,60258,2002,Ford,Altima,good,other,diesel,95840,,automatic,FL,
5476,29881,2011,,C-Class,fair,6 cylinders,hybrid,238581,rebuilt,manual,TX,silver
3499,12331,2015,Honda,Civic,like new,3 cylinders,electric,221837,salvage,,TX,silver
5987,8507,1999,Toyota,Civic,,,,139323,rebuilt,manual,IL,white
1806,37789,2002,,Impala,,4 cylinders,gas,207798,salvage,automatic,TX,other
7454,19245,2017,Chevrolet,Impala,,3 cylinders,,44366,,automatic,NC,black
5563,35242,2007,Nissan,Focus,,other,electric,7720,,automatic,IL,green
6809,52477,1995,Chevrolet,Corolla,excellent,6 cylinders,electric,197092,clean,automatic,TX,gray
4264,33472,2010,Ford,Rio,,6 cylinders,electric,217895,clean,,TX,
1981,50725,2000,Hyundai,Altima,fair,,hybrid,202966,,manual,CA,green
967,36986,2019,Hyundai,Rio,good,3 cylinders,gas,123903,clean,manual,FL,silver
6703,66555,2021,BMW,Focus,excellent,4 cylinders,hybrid,137854,clean,manual,CA,blue
2618,47005,2017,,Elantra,good,other,hybrid,31831,,manual,GA,blue
1420,28132,2000,,,good,other,electric,176642,clean,,OH,gray
3737,64780,2005,,,excellent,4 cylinders,,4056,salvage,,NY,white
1752,35928,2021,Nissan,Altima,like new,4 cylinders,diesel,21933,salvage,automatic,NY,black
9226,27130,2020,Kia,,like new,4 cylinders,hybrid,42861,rebuilt,automatic,GA,blue
8788,44425,2018,Kia,Rio,fair,4 cylinders,gas,100559,,automatic,GA,
5319,25148,2021,Kia,,fair,,gas,217590,clean,automatic,FL,silver
4082,44322,2016,Kia,,,6 cylinders,,161441,rebuilt,manual,FL,white
3880,28026,2011,Nissan,Rio,excellent,other,hybrid,94435,salvage,automatic,PA,red
3226,62491,1997,Ford,Impala,good,3 cylinders,gas,191336,rebuilt,automatic,NC,gray
357,3247,2022,,Focus,good,4 cylinders,electric,64288,clean,,NY,silver
6787,39884,2008,Mercedes,Corolla,good,3 cylinders,diesel,154960,salvage,,GA,green
9310,15408,2003,BMW,Golf,salvage,other,diesel,174053,,automatic,CA,blue
9740,11690,2004,Chevrolet,,excellent,other,hybrid,57601,salvage,manual,IL,blue
2545,54410,2012,Hyundai,Impala,like new,other,,35051,rebuilt,manual,GA,other
2955,73534,2010,Hyundai,Corolla,,8 cylinders,,3362,,manual,CA,black
5569,65950,2001,BMW,Golf,salvage,4 cylinders,diesel,112322,salvage,manual,CA,silver
962,28367,2015,,Golf,fair,8 cylinders,electric,49945,salvage,,IL,red
203,15537,2010,Mercedes,Golf,good,6 cylinders,hybrid,118842,clean,manual,MI,white
5729,23423,2018,Kia,Impala,good,3 cylinders,electric,11450,clean,,PA,blue
6322,46830,2021,Hyundai,Golf,,6 cylinders,electric,153804,salvage,manual,IL,black
1756,29331,1997,Hyundai,C-Class,,other,,32757,rebuilt,automatic,IL,white
2899,12326,2011,Hyundai,Elantra,salvage,4 cylinders,electric,245990,clean,manual,PA,black
5852,13132,2018,Hyundai,Elantra,fair,4 cylinders,diesel,6509,salvage,automatic,GA,
587,18633,2008,Nissan,,good,8 cylinders,gas,206706,rebuilt,automatic,OH,white
3939,70019,2019,Chevrolet,Elantra,excellent,,electric,167507,clean,automatic,MI,black
6539,65608,2022,Chevrolet,Altima,salvage,4 cylinders,,102801,,manual,MI,black
8207,4763,2015,BMW,Elantra,,6 cylinders,,136403,clean,manual,GA,black
9871,20745,1999,Nissan,Civic,like new,4 cylinders,gas,,salvage,manual,NY,silver
2754,53526,2008,Mercedes,,excellent,8 cylinders,diesel,144744,salvage,automatic,OH,black
4672,78757,2017,,Corolla,like new,6 cylinders,hybrid,242328,,manual,IL,
4948,27405,2001,Volkswagen,Golf,like new,8 cylinders,electric,42608,clean,,CA,black
3061,16523,2005,Toyota,Corolla,salvage,6 cylinders,gas,143618,,automatic,NY,white
3972,34657,2022,Nissan,C-Class,good,,diesel,24109,,,IL,black
1534,8807,2018,Mercedes,,excellent,,electric,189548,clean,automatic,GA,green
9686,11392,2014,Ford,Civic,like new,8 cylinders,diesel,34558,salvage,automatic,GA,blue
2681,3462,2005,Volkswagen,,excellent,3 cylinders,hybrid,239651,,,IL,other
2975,32798,2011,Chevrolet,Civic,,,diesel,35174,salvage,manual,GA,other
2151,56154,2001,Nissan,C-Class,like new,6 cylinders,gas,224968,rebuilt,automatic,OH,gray
5174,7145,2000,BMW,Golf,like new,6 cylinders,diesel,177068,salvage,,GA,green
3673,28645,1998,Honda,3 Series,fair,6 cylinders,gas,129597,,automatic,GA,other
1120,,2013,Chevrolet,Golf,excellent,6 cylinders,hybrid,148908,rebuilt,manual,OH,green
1515,11662,1999,Mercedes,Golf,salvage,,,150019,rebuilt,,IL,blue
6309,62313,1997,Nissan,Corolla,excellent,other,gas,204597,rebuilt,manual,CA,
6748,42414,2013,BMW,,salvage,,hybrid,21999,clean,,IL,
5449,75735,2008,Honda,Corolla,,8 cylinders,,44353,salvage,automatic,FL,black
1335,,2009,Hyundai,Civic,good,6 cylinders,diesel,207453,salvage,manual,GA,gray
696,19926,2011,,3 Series,fair,4 cylinders,hybrid,11503,clean,automatic,CA,black
542,54978,2005,Honda,Altima,salvage,3 cylinders,hybrid,209564,rebuilt,automatic,IL,white
6919,21725,2000,Hyundai,C-Class,good,4 cylinders,hybrid,197092,,manual,PA,white
2923,2757,2007,Toyota,Golf,like new,3 cylinders,electric,69876,salvage,manual,NC,
3280,43890,2014,BMW,Focus,like new,3 cylinders,electric,234825,salvage,manual,MI,red
612,63043,2012,Ford,,salvage,4 cylinders,,178308,rebuilt,,PA,red
503,30092,2004,Ford,,excellent,4 cylinders,,8976,salvage,automatic,NY,red
475,6276,2008,Mercedes,C-Class,fair,other,,133485,,automatic,MI,silver
6769,72855,2019,Nissan,Civic,good,other,hybrid,78658,clean,manual,FL,other
2719,40279,2003,Nissan,3 Series,like new,4 cylinders,hybrid,26900,salvage,automatic,NC,green
3576,8507,2019,BMW,,excellent,other,gas,238706,clean,automatic,NY,other
2220,14189,1998,Mercedes,Corolla,like new,,electric,91865,salvage,automatic,IL,black
927,27428,2003,Volkswagen,Impala,salvage,,electric,122560,,,GA,red
9447,33388,2004,Hyundai,,salvage,3 cylinders,gas,236628,rebuilt,manual,GA,other
4115,44635,2011,Nissan,Rio,good,other,electric,231657,rebuilt,,NY,green
681,37237,2017,,3 Series,good,4 cylinders,diesel,87864,salvage,automatic,IL,red
9583,36029,2014,Chevrolet,Corolla,good,other,electric,123952,salvage,automatic,PA,silver
8234,55692,2012,Mercedes,Impala,salvage,6 cylinders,hybrid,117203,clean,manual,OH,other
4936,26037,2008,Nissan,Rio,,3 cylinders,gas,21515,,,NY,
6714,30011,2005,Toyota,Altima,like new,other,diesel,17058,rebuilt,manual,IL,other
5068,,2007,Chevrolet,Civic,fair,6 cylinders,,8225,rebuilt,manual,MI,red
8392,75771,2018,Chevrolet,Rio,good,3 cylinders,hybrid,112141,,automatic,PA,gray
5324,64378,2019,Honda,Impala,excellent,6 cylinders,diesel,168504,,manual,NY,green
4897,32390,2003,Ford,Corolla,excellent,8 cylinders,hybrid,232112,clean,,NY,blue
8161,61315,2001,Ford,,salvage,other,gas,229274,,,CA,blue
3274,57447,2005,Honda,Golf,salvage,4 cylinders,hybrid,89166,clean,manual,PA,blue
7885,29689,2022,Nissan,Altima,like new,8 cylinders,diesel,145154,salvage,,MI,white
6580,42821,2009,Ford,C-Class,good,4 cylinders,hybrid,178733,clean,,OH,other
5332,73979,2010,,3 Series,like new,6 cylinders,hybrid,167067,clean,automatic,FL,other
8934,7282,1995,BMW,,salvage,6 cylinders,electric,74036,salvage,manual,IL,green
7023,26586,2018,,,salvage,3 cylinders,diesel,236010,,automatic,TX,red
3759,3301,2000,,Altima,salvage,other,,176983,,,GA,white
5106,13355,2017,Volkswagen,,like new,4 cylinders,hybrid,220901,salvage,automatic,MI,
5255,27804,2016,Volkswagen,Focus,salvage,3 cylinders,gas,172986,,,MI,black
7052,55526,2003,Nissan,,like new,3 cylinders,hybrid,182485,,automatic,IL,other
9855,71517,1996,Toyota,3 Series,excellent,6 cylinders,hybrid,133897,rebuilt,manual,GA,gray
2232,11783,2014,Honda,Civic,like new,4 cylinders,gas,115362,rebuilt,,FL,gray
6256,18822,2014,Nissan,,,6 cylinders,gas,59536,,,FL,red
8502,65742,2006,Toyota,Rio,excellent,6 cylinders,,117653,clean,,PA,other
6613,28110,2000,,Impala,,6 cylinders,,229476,rebuilt,manual,NC,
5215,60134,1995,BMW,Altima,good,other,diesel,101986,clean,automatic,OH,gray
3806,6655,2015,Hyundai,C-Class,good,8 cylinders,gas,234001,clean,manual,NY,silver
9106,32805,2006,Hyundai,,excellent,8 cylinders,diesel,193636,,manual,TX,white
2989,65628,2009,,Rio,salvage,8 cylinders,electric,29846,clean,manual,IL,red
247,76790,2004,Toyota,,excellent,4 cylinders,gas,172696,,,FL,silver
2030,29254,2012,Ford,Civic,excellent,4 cylinders,diesel,186500,,automatic,PA,red
5826,58719,1998,,3 Series,salvage,other,electric,95528,clean,,NC,other
794,20502,2007,Hyundai,Impala,like new,other,gas,241434,salvage,,CA,other
6942,60660,2004,Toyota,Rio,excellent,6 cylinders,gas,103908,salvage,automatic,TX,black
5497,40502,2003,Nissan,Altima,excellent,3 cylinders,hybrid,216318,salvage,automatic,GA,gray
8876,69416,1999,Kia,,like new,6 cylinders,hybrid,236953,clean,manual,FL,green
1476,57200,2009,Mercedes,Corolla,fair,,electric,234825,clean,automatic,FL,
4515,48744,2021,Honda,,fair,other,,145740,salvage,automatic,NY,green
4125,21725,2000,Mercedes,Corolla,excellent,8 cylinders,diesel,195487,,manual,FL,silver
758,49528,2017,Honda,Altima,good,8 cylinders,hybrid,240236,rebuilt,,CA,other
9829,14359,2010,Toyota,3 Series,,other,electric,244986,salvage,manual,PA,
5736,77860,2003,,Golf,,6 cylinders,electric,206950,rebuilt,,IL,white
6025,23321,2022,Volkswagen,Altima,salvage,,electric,123100,clean,automatic,OH,black
3361,76274,2020,Volkswagen,Rio,salvage,8 cylinders,hybrid,24765,rebuilt,manual,FL,white
3726,2052,2002,Honda,Altima,excellent,,electric,138280,rebuilt,,TX,other
8903,28213,2013,Volkswagen,3 Series,good,3 cylinders,,134442,rebuilt,manual,MI,white
8880,3912,2007,Mercedes,3 Series,excellent,other,hybrid,100350,,automatic,FL,blue
3165,77277,2008,Chevrolet,Altima,salvage,8 cylinders,electric,34582,clean,automatic,FL,white
7655,48426,2012,BMW,3 Series,like new,,electric,151362,,automatic,IL,green
617,63443,1999,Nissan,Elantra,,other,,222617,clean,manual,IL,gray
4487,34036,2013,Kia,Golf,excellent,4 cylinders,,91800,,,OH,white
7687,25476,2000,BMW,Corolla,fair,6 cylinders,,,,automatic,CA,gray
9994,71639,2011,Hyundai,Focus,,6 cylinders,electric,40309,,manual,NY,green
127,18324,2003,Toyota,Rio,fair,4 cylinders,,43300,rebuilt,,PA,gray
2390,49401,1996,,Corolla,salvage,6 cylinders,gas,85074,rebuilt,,GA,green
2289,18854,2013,BMW,C-Class,,6 cylinders,,125764,rebuilt,manual,IL,black
9051,48780,2022,Ford,Elantra,salvage,,,89655,rebuilt,,TX,white
7984,,2009,Chevrolet,Civic,,4 cylinders,hybrid,112461,clean,,NY,black
1758,75903,2002,Nissan,Golf,good,6 cylinders,hybrid,114258,,manual,MI,green
4873,19062,2019,Kia,Corolla,fair,other,electric,89830,,,FL,green
322,41611,2000,Kia,Rio,like new,6 cylinders,hybrid,186182,clean,automatic,TX,green
1051,566,2003,Kia,Altima,salvage,3 cylinders,electric,189244,rebuilt,automatic,CA,green
5550,19553,1999,Honda,Golf,fair,other,gas,203466,,automatic,TX,other
2885,46532,2008,,Elantra,fair,8 cylinders,hybrid,147408,salvage,,MI,
7365,24262,2005,BMW,Elantra,,3 cylinders,,219039,rebuilt,,IL,white
512,4525,2015,Honda,Rio,,3 cylinders,hybrid,247636,clean,automatic,PA,black
5829,23564,2018,Honda,Civic,fair,6 cylinders,diesel,21939,clean,automatic,TX,red
6891,6276,2010,Nissan,Rio,like new,,electric,4428,salvage,,TX,gray
560,12118,2019,Toyota,C-Class,excellent,4 cylinders,gas,245926,,manual,GA,blue
1278,44016,1998,Hyundai,,excellent,8 cylinders,hybrid,53387,clean,,CA,blue
